date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:34:30	12040/12040	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.bootstrap-wizard.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.bootstrap-wizard.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:31	13264/13264	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/bootstrap-notify.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/bootstrap-notify.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:31	25418/25418	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.sharrre.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.sharrre.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:31	105163/105163	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/bootstrap-datetimepicker.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/bootstrap-datetimepicker.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:32	250622/250622	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery-jvectormap.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery-jvectormap.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:32	21185/21185	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/nouislider.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/nouislider.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:32	71643/71643	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.select-bootstrap.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.select-bootstrap.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:33	460728/460728	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.datatables.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.datatables.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:33	47546/47546	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/sweetalert2.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/sweetalert2.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:34	16780/16780	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jasny-bootstrap.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jasny-bootstrap.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:35	172116/172116	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/fullcalendar.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/fullcalendar.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:35	22283/22283	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.tagsinput.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/jquery.tagsinput.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:35	13600/13600	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/material-dashboard.js?v=1.3.0	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/material-dashboard98f3.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:36	42232/42232	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/demo.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/js/demo.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:36	43437/43437	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2016%20Jul%202018%2013:04:36%20GMT	http://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/AdminLTE/connect.facebook.net/en_US/fbevents.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/dashboard.html?_ga=2.249711375.84011471.1531745026-971674721.1531745026)
18:34:37	31396/31396	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4863-7aa4%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	C:/My%20Web%20Sites/AdminLTE/cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/rtl.html)
18:34:37	725542/725542	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/bg-pricing.jpeg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/bg-pricing.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/pricing.html)
18:34:38	74370/74370	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/rtl.html)
18:34:38	547677/547677	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/login.jpeg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/login.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/login.html)
18:34:39	545914/545914	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/register.jpeg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/register.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/register.html)
18:34:41	1006309/1006309	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/lock.jpeg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/lock.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/lock.html)
18:34:41	54633/54633	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/faces/marc.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/faces/marc.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/user.html)
18:34:41	1089/1089	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b48b2e1-441%22	https://demos.creative-tim.com/cdn-cgi/scripts/f2bf09f8/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/cdn-cgi/scripts/f2bf09f8/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/regular.html)
18:34:41	44534/44534	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/image_placeholder.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/extended.html)
18:34:42	18015/18015	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/placeholder.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/extended.html)
18:34:42	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Jul%202018%2013:04:42%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/true	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/true	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/validation.html)
18:34:42	2864/2864	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/default-avatar.png	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/default-avatar.png	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/wizard.html)
18:34:43	12146/12146	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product1.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product1.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/extended.html)
18:34:43	9677/9677	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product2.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product2.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/extended.html)
18:34:44	21624/21624	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Jul%202018%2015:02:37%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product3.jpg	C:/My%20Web%20Sites/AdminLTE/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product3.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/extended.html)
